id,nazwisko,pensja,stanowisko
48343,Jarosz,13796,DevOps Engineer
48344,Kostrzewa,5000,HR Specialist
48345,Adamczyk,12557,DevOps Engineer
48346,Sadowski,19198,Senior Data Engineer
48347,Kujawski,17081,Senior Data Engineer
48348,Kubica,14059,DevOps Engineer
48349,Gwóźdź,12000,Data Analyst
48350,Garbacz,14097,Project Manager
48351,Kwiatkowski,11692,Software Engineer
48352,Woźniak,24204,Senior Data Engineer
48353,Kozieł,13044,Software Engineer
48354,Jarosz,17926,DevOps Engineer
48355,Kaczmarek,7078,Junior Data Engineer
48356,Lasota,12150,Data Analyst
48357,Kaczor,10363,Data Engineer
48358,Kostrzewa,10203,Software Engineer
48359,Sroka,14458,Project Manager
48360,Kołodziej,5761,HR Specialist
48361,Kozak,9066,Data Analyst
48362,Nowak,13771,DevOps Engineer
48363,Łuczak,6052,HR Specialist
48364,Domagała,22737,Senior Data Engineer
48365,Kuś,7244,HR Specialist
48366,Nowakowski,13018,Data Analyst
48367,Adamski,19584,DevOps Engineer
48368,Konieczny,12673,DevOps Engineer
48369,Janus,16153,Software Engineer
48370,Kuczyński,5473,HR Specialist
48371,Jezierski,15482,DevOps Engineer
48372,Ziółkowski,9537,Data Analyst
48373,Furman,12483,Project Manager
48374,Lis,10031,Data Analyst
48375,Hajduk,8023,Junior Data Engineer
48376,Ostrowski,12069,DevOps Engineer
48377,Majchrzak,10701,Project Manager
48378,Kobus,10796,Data Engineer
48379,Kuś,16235,Project Manager
48380,Brzeziński,14448,Software Engineer
48381,Bednarek,11886,Data Engineer
48382,Lipski,13466,Data Engineer
48383,Kuś,9367,Software Engineer
48384,Maćkowiak,19934,Senior Data Engineer
48385,Wasilewski,7412,Junior Data Engineer
48386,Kopeć,9501,Data Analyst
48387,Sobczak,13271,Software Engineer
48388,Kobus,18707,Senior Data Engineer
48389,Szewczyk,6425,Junior Data Engineer
48390,Kępa,24929,Senior Data Engineer
48391,Dziedzic,15494,DevOps Engineer
48392,Duda,6944,Junior Data Engineer
48393,Godlewski,7066,HR Specialist
48394,Nowakowski,13916,Data Analyst
48395,Lipski,9642,Software Engineer
48396,Kędzierski,6804,HR Specialist
48397,Jasiński,7710,Junior Data Engineer
48398,Mróz,15708,DevOps Engineer
48399,Wrona,20697,Senior Data Engineer
48400,Witkowski,13623,DevOps Engineer
48401,Kaczmarek,10622,Data Analyst
48402,Jóźwiak,18098,DevOps Engineer
48403,Sobolewski,12366,Project Manager
48404,Róg,8097,Junior Data Engineer
48405,Kulpa,8848,Data Analyst
48406,Madejski,13832,Data Analyst
48407,Walczak,14410,Project Manager
48408,Janicki,10312,Data Analyst
48409,Kępa,11352,DevOps Engineer
48410,Górecki,15766,Software Engineer
48411,Kłos,13553,Data Engineer
48412,Morawski,13109,Data Analyst
48413,Sadowski,18026,DevOps Engineer
48414,Duda,12434,Project Manager
48415,Nowakowski,13926,Project Manager
48416,Gajewski,16150,Project Manager
48417,Czajkowski,8845,Data Analyst
48418,Adamski,16885,Project Manager
48419,Tokarz,15354,Project Manager
48420,Komorowski,7294,HR Specialist
48421,Kuciński,13904,Data Analyst
48422,Gołąb,6821,Junior Data Engineer
48423,Czajka,11236,Software Engineer
48424,Pawlak,6786,HR Specialist
48425,Zawadzki,10710,Software Engineer
48426,Bieniek,9251,Data Analyst
48427,Kucharski,12142,DevOps Engineer
48428,Tkaczyk,13721,Software Engineer
48429,Janicki,16597,Software Engineer
48430,Górski,12670,Project Manager
48431,Malinowski,12625,Project Manager
48432,Iskra,9901,Data Analyst
48433,Karaś,13449,DevOps Engineer
48434,Pawlak,5178,HR Specialist
48435,Krajewski,10628,Project Manager
48436,Wrona,8281,Junior Data Engineer
48437,Malik,6585,HR Specialist
48438,Górecki,5097,HR Specialist
48439,Kuczyński,16944,Software Engineer
48440,Czajkowski,10816,Software Engineer
48441,Sikora,7193,Junior Data Engineer
48442,Lewandowski,12497,DevOps Engineer
48443,Idzik,19345,DevOps Engineer
48444,Kuś,6918,Junior Data Engineer
48445,Jankowski,16813,Software Engineer
48446,Jezierski,5015,HR Specialist
48447,Ziółkowski,6960,HR Specialist
48448,Wieczorek,11179,Data Analyst
48449,Kujawski,8992,Junior Data Engineer
48450,Jurek,17884,DevOps Engineer
48451,Wieczorek,7106,HR Specialist
48452,Szewczyk,6954,HR Specialist
48453,Kapusta,13812,Project Manager
48454,Kłos,12871,DevOps Engineer
48455,Kotowski,18081,DevOps Engineer
48456,Kołek,17019,DevOps Engineer
48457,Konieczny,12930,Data Engineer
48458,Kupiec,9736,Software Engineer
48459,Kubat,13271,Project Manager
48460,Kisiel,13815,Data Analyst
48461,Mazur,16674,DevOps Engineer
48462,Krupa,7410,Junior Data Engineer
48463,Kucharski,12333,Data Engineer
48464,Zalewski,9673,Software Engineer
48465,Stępień,14342,Project Manager
48466,Kapusta,6886,HR Specialist
48467,Ostrowski,5703,HR Specialist
48468,Rutkowski,8790,Junior Data Engineer
48469,Dziedzic,18543,DevOps Engineer
48470,Żuk,10051,Data Engineer
48471,Krupa,18288,Senior Data Engineer
48472,Łuczak,20000,DevOps Engineer
48473,Kapusta,12306,Data Engineer
48474,Kurek,12979,Data Analyst
48475,Koral,10189,Data Analyst
48476,Nowak,8943,Data Analyst
48477,Górecki,12393,Data Analyst
48478,Kobus,8535,Data Analyst
48479,Madejski,11521,Data Analyst
48480,Maciejewski,15881,Project Manager
48481,Kalina,14727,Data Engineer
48482,Michalak,14773,Software Engineer
48483,Lipiński,16308,Software Engineer
48484,Żuk,17262,Senior Data Engineer
48485,Strzelczyk,8984,Junior Data Engineer
48486,Jóźwiak,10115,Data Analyst
48487,Jezierski,18057,Senior Data Engineer
48488,Lipiński,12131,Data Engineer
48489,Gruszka,13120,Data Engineer
48490,Majchrzak,10587,Project Manager
48491,Kulpa,23588,Senior Data Engineer
48492,Malik,16941,Project Manager
48493,Prus,13768,Software Engineer
48494,Mróz,19310,Senior Data Engineer
48495,Kołek,18866,DevOps Engineer
48496,Kamiński,11733,Data Engineer
48497,Klimek,16106,Software Engineer
48498,Kisiel,20004,Senior Data Engineer
48499,Piotrowski,15175,Software Engineer
48500,Kozak,7925,HR Specialist
48501,Wieczorek,9833,Software Engineer
48502,Gruszka,7151,HR Specialist
48503,Kujawski,13822,DevOps Engineer
48504,Duda,14234,Project Manager
48505,Maciejewski,8660,Data Analyst
48506,Kaczmarek,13876,Data Engineer
48507,Makowski,15224,Data Engineer
48508,Kijek,12013,Data Analyst
48509,Rutkowski,11614,DevOps Engineer
48510,Karaś,14490,Data Engineer
48511,Żuk,7920,HR Specialist
48512,Pałka,24421,Senior Data Engineer
48513,Idzik,13340,Project Manager
48514,Kędzierski,17946,Software Engineer
48515,Lipiński,15963,Project Manager
48516,Kasperek,11359,Software Engineer
48517,Lis,13554,Software Engineer
48518,Maciejewski,14598,Project Manager
48519,Leśniak,6853,Junior Data Engineer
48520,Michalski,16561,DevOps Engineer
48521,Karaś,9703,Data Analyst
48522,Nowak,7077,HR Specialist
48523,Sroka,13245,DevOps Engineer
48524,Prus,11084,Data Engineer
48525,Grabowski,16968,DevOps Engineer
48526,Kujawa,13377,Project Manager
48527,Dziedzic,11256,Project Manager
48528,Kujawa,12077,Data Analyst
48529,Kubala,13126,Data Engineer
48530,Lorenc,5197,HR Specialist
48531,Kijek,15436,Software Engineer
48532,Adamczyk,22943,Senior Data Engineer
48533,Kotowski,6504,HR Specialist
48534,Sobolewski,15870,Project Manager
48535,Furman,16383,DevOps Engineer
48536,Filipek,8066,Data Analyst
48537,Baranowski,12258,Project Manager
48538,Laskowski,6021,HR Specialist
48539,Idzik,7430,Junior Data Engineer
48540,Furman,13644,Data Engineer
48541,Włodarczyk,12985,DevOps Engineer
48542,Zalewski,12620,DevOps Engineer
48543,Kamiński,8710,Junior Data Engineer
48544,Jankowski,5052,HR Specialist
48545,Gąsior,9460,Data Analyst
48546,Lasota,5877,HR Specialist
48547,Dąbrowski,11399,Data Engineer
48548,Kaczor,14566,DevOps Engineer
48549,Lach,8711,Junior Data Engineer
48550,Kozak,12640,Project Manager
48551,Kupiec,11155,Software Engineer
48552,Pałka,11533,Project Manager
48553,Górecki,5260,HR Specialist
48554,Kwiatkowski,13997,Data Analyst
48555,Sawicki,17772,DevOps Engineer
48556,Guzik,8914,Junior Data Engineer
48557,Malik,13139,Project Manager
48558,Dudek,9041,Data Analyst
48559,Kowalski,8032,Junior Data Engineer
48560,Duda,6669,HR Specialist
48561,Madejski,15525,DevOps Engineer
48562,Maćkowiak,10191,Data Analyst
48563,Pawłowski,13699,Project Manager
48564,Grabowski,8283,Junior Data Engineer
48565,Kołodziej,12148,Data Analyst
48566,Wróblewski,15315,DevOps Engineer
48567,Lipiński,6198,Junior Data Engineer
48568,Kowalczyk,12962,DevOps Engineer
48569,Garbacz,24002,Senior Data Engineer
48570,Tkaczyk,6989,HR Specialist
48571,Kubat,14447,Data Engineer
48572,Kałuża,7144,HR Specialist
48573,Mazur,6722,Junior Data Engineer
48574,Jasiński,7224,Junior Data Engineer
48575,Jakubowski,14620,DevOps Engineer
48576,Chmielewski,12201,Data Engineer
48577,Gałązka,12074,Data Engineer
48578,Małecki,8868,Junior Data Engineer
48579,Kaczor,12188,DevOps Engineer
48580,Nowakowski,6249,Junior Data Engineer
48581,Pałka,7349,HR Specialist
48582,Jabłoński,15285,DevOps Engineer
48583,Szulc,13406,DevOps Engineer
48584,Lipski,12196,DevOps Engineer
48585,Kisiel,17753,Senior Data Engineer
48586,Guzik,9557,Software Engineer
48587,Mikołajczyk,6331,Junior Data Engineer
48588,Dziedzic,15873,Data Engineer
48589,Strzelczyk,13348,Project Manager
48590,Gałązka,13816,Project Manager
48591,Pawłowski,16600,Software Engineer
48592,Michalak,8970,Data Analyst
48593,Kołek,10539,Software Engineer
48594,Filipek,25211,Senior Data Engineer
48595,Wojciechowski,13339,Data Analyst
48596,Frankowski,6339,HR Specialist
48597,Kowalski,7488,Junior Data Engineer
48598,Sroka,13275,DevOps Engineer
48599,Karaś,14570,DevOps Engineer
48600,Gołąb,6462,Junior Data Engineer
48601,Kujawski,16055,Software Engineer
48602,Komorowski,12622,Project Manager
48603,Jurek,14964,Data Engineer
48604,Kałuża,19988,Senior Data Engineer
48605,Kłos,15167,Project Manager
48606,Nowak,8196,Data Analyst
48607,Lipka,13408,Data Engineer
48608,Maj,12367,DevOps Engineer
48609,Wilk,15665,Software Engineer
48610,Adamski,13033,Data Analyst
48611,Adamski,8643,Junior Data Engineer
48612,Malik,17503,Software Engineer
48613,Zając,14594,Software Engineer
48614,Kujawa,8798,Data Analyst
48615,Kuczyński,14211,Project Manager
48616,Tokarz,12855,Software Engineer
48617,Guzik,6076,Junior Data Engineer
48618,Gruszka,8715,Data Analyst
48619,Tomaszewski,6115,Junior Data Engineer
48620,Malik,22296,Senior Data Engineer
48621,Gruszka,18208,DevOps Engineer
48622,Kałuża,14806,Project Manager
48623,Gołąb,12668,Data Engineer
48624,Zawadzki,19092,Senior Data Engineer
48625,Woźniak,8769,Data Analyst
48626,Szulc,14263,Software Engineer
48627,Nowicki,8257,Junior Data Engineer
48628,Jankowski,22117,Senior Data Engineer
48629,Duda,12590,DevOps Engineer
48630,Kuczyński,10033,Project Manager
48631,Wojciechowski,16602,DevOps Engineer
48632,Kijek,14694,Data Engineer
48633,Madejski,22691,Senior Data Engineer
48634,Hajduk,24937,Senior Data Engineer
48635,Woźniak,8238,Junior Data Engineer
48636,Duda,12889,DevOps Engineer
48637,Baranowski,11096,Data Engineer
48638,Zięba,8317,Data Analyst
48639,Maj,13848,Data Analyst
48640,Chmielewski,8183,Junior Data Engineer
48641,Laskowski,18397,Senior Data Engineer
48642,Marciniak,17642,DevOps Engineer
48643,Lipka,10061,Data Engineer
48644,Gąsior,11608,Data Analyst
48645,Kępa,7309,Junior Data Engineer
48646,Guzik,5785,HR Specialist
48647,Walczak,10228,Data Engineer
48648,Lorenc,6307,HR Specialist
48649,Chmielewski,17918,DevOps Engineer
48650,Śliwa,11279,Project Manager
48651,Krawczyk,10548,Data Analyst
48652,Róg,6385,HR Specialist
48653,Ostrowski,7627,Junior Data Engineer
48654,Wróbel,15087,Data Engineer
48655,Pawłowski,5497,HR Specialist
48656,Wrona,15957,DevOps Engineer
48657,Wilk,16206,Software Engineer
48658,Kogut,10890,Data Engineer
48659,Wróbel,17438,Senior Data Engineer
48660,Jóźwiak,6679,Junior Data Engineer
48661,Szewczyk,14098,DevOps Engineer
48662,Strzelczyk,13796,Data Analyst
48663,Kępa,14274,Project Manager
48664,Dudek,11706,Project Manager
48665,Kuczyński,12728,Data Analyst
48666,Kuś,19587,DevOps Engineer
48667,Jankowski,9533,Data Analyst
48668,Sroka,13137,Data Engineer
48669,Lipski,10017,Data Analyst
48670,Knap,15671,Software Engineer
48671,Kosowski,9052,Data Analyst
48672,Górecki,13052,DevOps Engineer
48673,Dąbrowski,6328,HR Specialist
48674,Jezierski,12640,Data Engineer
48675,Bąk,15163,Data Engineer
48676,Sobczak,15075,Project Manager
48677,Ostrowski,17448,DevOps Engineer
48678,Mach,15456,DevOps Engineer
48679,Lach,17033,Software Engineer
48680,Kobus,15155,Data Engineer
48681,Kozieł,13468,Data Analyst
48682,Makowski,15739,Data Engineer
48683,Adamski,13108,Data Analyst
48684,Lipka,13899,DevOps Engineer
48685,Guzik,9806,Data Analyst
48686,Kucharski,6785,Junior Data Engineer
48687,Kujawski,8574,Junior Data Engineer
48688,Frankowski,19469,Senior Data Engineer
48689,Dziedzic,18205,Senior Data Engineer
48690,Grabowski,15580,Data Engineer
48691,Walczak,8675,Data Analyst
48692,Witkowski,12075,Data Analyst
48693,Kujawski,6048,HR Specialist
48694,Baranowski,12224,Data Engineer
48695,Nowakowski,13363,Data Engineer
48696,Lasota,17237,DevOps Engineer
48697,Zalewski,20224,Senior Data Engineer
48698,Kuciński,15141,Project Manager
48699,Kaczmarczyk,7469,Junior Data Engineer
48700,Sobczak,12440,Project Manager
48701,Jurek,14601,Project Manager
48702,Róg,17287,Software Engineer
48703,Nowicki,18649,DevOps Engineer
48704,Łuczak,20993,Senior Data Engineer
48705,Maćkowiak,8156,Data Analyst
48706,Kowalski,12774,Data Analyst
48707,Kozłowski,7365,HR Specialist
48708,Staszewski,11937,Project Manager
48709,Piotrowski,6640,HR Specialist
48710,Nowakowski,11591,Software Engineer
48711,Głowacki,21745,Senior Data Engineer
48712,Baran,15021,Project Manager
48713,Domagała,19366,Senior Data Engineer
48714,Hajduk,9925,Data Analyst
48715,Morawski,13198,Data Engineer
48716,Konieczny,13839,Data Engineer
48717,Leśniak,7273,HR Specialist
48718,Laskowski,15034,Software Engineer
48719,Madej,24835,Senior Data Engineer
48720,Janicki,14446,Data Engineer
48721,Włodarczyk,8335,Data Analyst
48722,Żuk,13655,Software Engineer
48723,Zieliński,6511,Junior Data Engineer
48724,Witkowski,8350,Junior Data Engineer
48725,Kaczor,12160,Data Analyst
48726,Dudek,12645,DevOps Engineer
48727,Madejski,15199,Data Engineer
48728,Wasilewski,13147,DevOps Engineer
48729,Olszewski,7619,HR Specialist
48730,Nowakowski,13220,Data Engineer
48731,Drzewiecki,11277,Software Engineer
48732,Janus,13626,Data Engineer
48733,Godlewski,17759,Senior Data Engineer
48734,Kulig,15151,Data Engineer
48735,Domagała,25306,Senior Data Engineer
48736,Głowacki,11527,Data Engineer
48737,Majewski,16559,Software Engineer
48738,Sobolewski,13943,Project Manager
48739,Kuczyński,13509,Data Analyst
48740,Klimas,20284,Senior Data Engineer
48741,Gałązka,13851,Data Analyst
48742,Frankowski,11944,Project Manager
48743,Szulc,7533,Junior Data Engineer
48744,Majewski,18916,DevOps Engineer
48745,Wilk,6084,Junior Data Engineer
48746,Malik,18887,DevOps Engineer
48747,Lorenc,14936,Project Manager
48748,Kowalski,11814,Data Engineer
48749,Sobczak,14234,Data Engineer
48750,Majchrzak,5027,HR Specialist
48751,Kozak,8149,Junior Data Engineer
48752,Gruszka,11253,Data Engineer
48753,Mikołajczyk,15695,Software Engineer
48754,Kamiński,13619,Project Manager
48755,Kasperek,18283,DevOps Engineer
48756,Kosiński,8219,Junior Data Engineer
48757,Kot,5909,HR Specialist
48758,Kucharski,15258,Data Engineer
48759,Szewczyk,14159,Data Engineer
48760,Dąbrowski,22912,Senior Data Engineer
48761,Nowicki,5380,HR Specialist
48762,Majchrzak,12002,DevOps Engineer
48763,Dudek,18556,Senior Data Engineer
48764,Janus,9428,Software Engineer
48765,Wróblewski,13878,Project Manager
48766,Kosowski,15195,Project Manager
48767,Gałązka,21735,Senior Data Engineer
48768,Malik,13230,Software Engineer
48769,Kuśnierz,16373,DevOps Engineer
48770,Dudek,13718,Software Engineer
48771,Szczepanik,20347,Senior Data Engineer
48772,Kasprzak,15541,Software Engineer
48773,Kisiel,10916,Data Analyst
48774,Morawski,8550,Data Analyst
48775,Sroka,11518,Data Engineer
48776,Morawski,8348,Data Analyst
48777,Bednarek,20489,Senior Data Engineer
48778,Kosowski,11434,Data Engineer
48779,Gacek,6117,Junior Data Engineer
48780,Kisiel,6244,Junior Data Engineer
48781,Pawlak,14695,Project Manager
48782,Łuczak,15751,Data Engineer
48783,Grzelak,17263,Senior Data Engineer
48784,Jankowski,14588,Software Engineer
48785,Kałuża,16375,Project Manager
48786,Mach,13086,Project Manager
48787,Kwiatkowski,18043,DevOps Engineer
48788,Walczak,16746,Project Manager
48789,Idzik,16389,Project Manager
48790,Żuk,11124,Data Analyst
48791,Koral,13542,Data Analyst
48792,Gwóźdź,10080,Data Analyst
48793,Baranowski,11837,Data Analyst
48794,Prus,12026,Data Engineer
48795,Nowak,12411,Data Engineer
48796,Godlewski,10766,Data Engineer
48797,Staszewski,10494,Data Analyst
48798,Gwóźdź,14843,Software Engineer
48799,Drzewiecki,10924,Data Analyst
48800,Kostrzewa,11623,Data Engineer
48801,Malec,7363,Junior Data Engineer
48802,Pawłowski,8135,Junior Data Engineer
48803,Kalina,15892,Project Manager
48804,Łuczak,20215,Senior Data Engineer
48805,Kmiecik,6033,Junior Data Engineer
48806,Jakubowski,14130,DevOps Engineer
48807,Kalina,25838,Senior Data Engineer
48808,Tkaczyk,13009,DevOps Engineer
48809,Gałązka,15942,Project Manager
48810,Pawłowski,13677,Project Manager
48811,Madej,13791,Project Manager
48812,Pawłowski,6837,Junior Data Engineer
48813,Guzik,14885,Software Engineer
48814,Głowacki,6456,Junior Data Engineer
48815,Lorenc,12311,DevOps Engineer
48816,Nowakowski,15984,Data Engineer
48817,Borkowski,5885,HR Specialist
48818,Gałązka,19974,Senior Data Engineer
48819,Krajewski,7848,HR Specialist
48820,Pawłowski,10408,Software Engineer
48821,Krawczyk,15147,Software Engineer
48822,Kapusta,6068,HR Specialist
48823,Filipek,15889,Data Engineer
48824,Król,11174,Data Analyst
48825,Żuk,6958,HR Specialist
48826,Godlewski,12895,Data Engineer
48827,Nowakowski,12577,Data Analyst
